Plateifu,Age,Distance,Redshift,Velocity,X,Y,Z,Frame,Filename,Pixels,Shape,Adjusted_Pixels,Adjusted_Length
11018-6102,0.7220387376293473,238.82651320955773,0.05187651,15552.18644536158,-147.97166881690725,-41.38245851863992,182.83867415382235,1145,manga-11018-6102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2704,"(35, 52, 52)",9229.0,96.0
8612-9101,0.7224312576047084,238.9663264378083,0.0519058,15560.9673664564,-53.51766094131956,-178.25869793654306,149.8819593831073,1146,manga-8612-9101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",50000.0,223.0
8248-12701,0.7229391369617759,239.14724690194248,0.0519437,15572.3295006146,-169.27237428989497,155.8705163041945,65.13563656021317,1147,manga-8248-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",50000.0,223.0
10501-12701,0.7234469885619027,239.3281765728039,0.0519816,15583.6916347728,-136.55730388517156,152.56332696662483,123.91331696856004,1148,manga-10501-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",26510.0,162.0
10495-6101,0.7237256921558021,239.42747698038207,0.0520024,15589.9273178992,-92.82788630270036,134.15367868234628,175.24637158514335,1148,manga-10495-6101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",14116.0,118.0
12511-3704,0.7237423605096589,239.4334159964829,0.052003644,15590.30025971695,-168.47637124709806,170.02340113634867,6.009666644923925,1148,manga-12511-3704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",9372.0,96.0
11747-12702,0.723852874691102,239.4727932608708,0.0520118919999999,15592.77294791053,-131.89605427567795,162.79740239861786,115.96402610695112,1149,manga-11747-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",17774.0,133.0
10501-6103,0.7238570015288693,239.4742637103233,0.0520122,15592.8652839876,-136.60089315113095,152.78400462600317,123.87561059529116,1149,manga-10501-6103-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",9465.0,97.0
11865-6104,0.7238684441149089,239.4783408688032,0.0520130539999999,15593.12130674673,-221.3773891341675,90.95468835986549,8.316970047666851,1149,manga-11865-6104-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",9465.0,97.0
10216-9102,0.7239440934568352,239.5052960645994,0.0520187,15594.8139349646,-101.26562544425737,203.58064827136155,75.25277134954544,1149,manga-10216-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,4096,"(35, 64, 64)",13295.0,115.0
10215-3704,0.72452825821025,239.71345854833885,0.0520623,15607.8848861334,-101.98831487129132,162.49820488908017,143.7193767268249,1150,manga-10215-3704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",50000.0,223.0
10839-6102,0.7249080795784347,239.84881844264387,0.05209065,15616.3840023177,-162.68699549724343,176.23267386062986,1.562647863437588,1151,manga-10839-6102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",9399.0,96.0
12070-3702,0.7251210942903398,239.9247368282695,0.05210655,15621.1507023999,227.4961973027155,-76.21882573065153,0.2239624050645008,1151,manga-12070-3702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",6240.0,78.0
11957-12703,0.7251329506261022,239.9289625218592,0.052107435,15621.41601872523,-142.6714299012052,-20.262662587434,191.83376827771747,1151,manga-11957-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",17650.0,132.0
11981-12703,0.7251661348888088,239.9407897157988,0.052109912,15622.1586046437,-56.39686981614207,-219.3955806876644,79.09838695640302,1151,manga-11981-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",16709.0,129.0
8326-12703,0.725729967902043,240.1417577516493,0.052152,15634.776269616,-130.7913768726246,-93.16570915071378,178.55483804775358,1152,manga-8326-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",15150.0,123.0
9094-12703,0.7257755145988282,240.15799307235903,0.0521554,15635.7955639732,-106.86153164442828,-183.1799983865738,112.70121065119451,1152,manga-9094-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",15150.0,123.0
10500-3702,0.7259456429325823,240.21863742542257,0.0521681,15639.6029281898,-146.09403439845423,144.82312312291432,124.04753076395797,1152,manga-10500-3702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",5356.0,73.0
8623-12703,0.7260769209345238,240.26543456181687,0.0521779,15642.5408942782,154.36345755805974,-184.07239780436788,4.093211752443411,1152,manga-8623-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",14342.0,119.0
11945-9102,0.7261510519989179,240.29186089010483,0.0521834339999999,15644.19994574077,-50.39772594876058,-176.84315110284794,154.6827318650612,1153,manga-11945-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",14062.0,118.0
9040-12705,0.726213555252039,240.3141424390089,0.0521881,15645.5987773498,-96.20567039359533,-191.9300750936188,107.9731555289232,1153,manga-9040-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",18964.0,137.0
11867-6102,0.7263080460840191,240.3478276687279,0.0521951539999999,15647.71351334853,-174.2060595183417,165.51990646684254,4.742115074120028,1153,manga-11867-6102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2704,"(35, 52, 52)",9891.0,99.0
11948-3701,0.726481647375789,240.40971687189648,0.052208114,15651.59882360421,-70.48542275869828,-189.6293225209064,129.88208954746258,1153,manga-11948-3701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",7082.0,84.0
8326-6103,0.7266207671804545,240.4593149684895,0.0522185,15654.712468073,-131.93511020303512,-91.76216511588235,178.86730809198687,1154,manga-8326-6103-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",21568.0,146.0
8609-9102,0.7270386766517878,240.60831398506832,0.0522497,15664.0659927626,-87.50575140107647,-216.82298901151688,56.77055281201572,1154,manga-8609-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",28431.0,168.0
11983-12702,0.727122256289963,240.63811453684565,0.05225594,15665.93669770052,-23.772402267265463,-100.12011326092498,217.525947829014,1155,manga-11983-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",19714.0,140.0
11868-1901,0.7271250020826254,240.63909356561595,0.052256145,15665.99815515441,-75.67855676434694,-202.0966984215216,106.47466311412931,1155,manga-11868-1901-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1024,"(35, 32, 32)",3686.0,60.0
8310-3701,0.7273641508125959,240.7243656166703,0.052274,15671.350949492,-222.70974604378705,2.7423249420938323,91.32945238296465,1155,manga-8310-3701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",6350.0,79.0
11872-1901,0.7274210339530099,240.7446487737702,0.052278247,15672.62416806113,-146.51780547387523,2.0707978424045983,191.01369162607563,1155,manga-11872-1901-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1156,"(35, 34, 34)",4161.0,64.0
8438-3704,0.7274913906966048,240.7697366247721,0.0522835,15674.198977843,-197.6726141349017,118.56066690596494,69.56271960072563,1155,manga-8438-3704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",6350.0,79.0
9030-6103,0.7275088023346329,240.77594533401628,0.0522848,15674.5887080384,-95.30419556853629,-185.9487270397758,119.6379416021955,1155,manga-9030-6103-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2704,"(35, 52, 52)",9735.0,98.0
11755-1902,0.7276525408564755,240.82720103045312,0.052295532,15677.80608069766,-177.1713692225181,-18.56884279648028,162.05938652598942,1156,manga-11755-1902-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1024,"(35, 32, 32)",3558.0,59.0
12682-12704,0.7276622912086319,240.8306779624168,0.05229626,15678.02432960708,197.16820841895088,-135.34022643696892,-28.410141581632665,1156,manga-12682-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",18015.0,134.0
10838-12705,0.7277312666218333,240.85527448743045,0.05230141,15679.56826076578,-167.78059080690318,105.97479867106004,136.49277872301624,1156,manga-10838-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",19029.0,137.0
8082-6104,0.7278262241682724,240.889136777538,0.0523085,15681.693789293,152.33730507679175,186.5977032980638,1.489571500670194,1156,manga-8082-6104-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2704,"(35, 52, 52)",9396.0,96.0
8146-9102,0.7280458683697997,240.96746545276275,0.0523249,15686.6103856042,-99.12530414409466,187.915891243062,113.6974551315676,1157,manga-8146-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,4096,"(35, 64, 64)",10940.0,104.0
8549-3704,0.7280485469255668,240.96842069114467,0.0523251,15686.6703440958,-76.39035051099425,-151.13130802451224,171.43401603530123,1157,manga-8549-3704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",4711.0,68.0
8447-3704,0.7280753324407537,240.97797308905865,0.0523271,15687.2699290118,-164.4230011317684,-88.2652318455809,152.4621561574524,1157,manga-8447-3704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",4711.0,68.0
8318-6101,0.7281114927637293,240.99086886689312,0.0523298,15688.0793686484,-159.65961067069526,-50.10057311985013,173.4224327206969,1157,manga-8318-6101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",7788.0,88.0
8092-12705,0.7281463136824322,241.00328706746865,0.0523324,15688.8588290392,218.73792453485945,81.3524856101472,60.15045995300142,1157,manga-8092-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",14626.0,120.0
12067-6102,0.7283709456486434,241.0833998307737,0.0523491729999999,15693.88724793723,214.5469991683271,-109.957925999064,-0.2129126932000806,1157,manga-12067-6102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2704,"(35, 52, 52)",7222.0,84.0
9498-6102,0.7286110265237612,241.16902642891364,0.0523671,15699.2616273318,-106.07423894230948,197.11216222528648,89.7638604581611,1158,manga-9498-6102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2704,"(35, 52, 52)",14481.0,120.0
8331-1902,0.7286525415251972,241.18383349074048,0.0523702,15700.1909839516,-160.89745886798855,-73.61991549444116,163.8955683040408,1158,manga-8331-1902-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1024,"(35, 32, 32)",5484.0,74.0
8320-9102,0.7287020914452896,241.20150651609435,0.0523739,15701.3002160462,-199.7959231883756,-101.05671078746826,89.70672788456964,1158,manga-8320-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",20586.0,143.0
8156-3701,0.7289297498428747,241.2827080300534,0.0523909,15706.3966878322,136.33646579708233,199.0569813796995,-2.4559015206179167,1158,manga-8156-3701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",9447.0,97.0
9196-9102,0.7293234517840336,241.42314325317,0.0524203,15715.2105860974,-18.79442186123661,-142.44611683582346,194.0129057654089,1159,manga-9196-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,4096,"(35, 64, 64)",40000.0,200.0
8596-1902,0.729435934987613,241.46326861966423,0.0524287,15717.7288427446,-99.63125036866238,-124.79856306191496,181.11720707914608,1159,manga-8596-1902-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1024,"(35, 32, 32)",10000.0,100.0
12684-1901,0.7296499840829167,241.5396274852416,0.052444685,15722.52102518573,199.20488693345527,-133.00007750389278,-31.14135596754096,1160,manga-12684-1901-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1024,"(35, 32, 32)",50000.0,223.0
12511-3701,0.729969033280038,241.65344989733347,0.052468512,15729.6641800825,-167.77563758516462,173.88151506722124,3.597776827746441,1161,manga-12511-3701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",4542.0,67.0
12682-3703,0.7300727383117157,241.6904488163125,0.0524762569999999,15731.9860726697,195.2422420463353,-138.52527287327317,-33.248890885802474,1161,manga-12682-3703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",4139.0,64.0
8254-3702,0.7302206013399433,241.74320339460743,0.0524873,15735.2966807834,-165.4005052758427,48.42196993746325,169.522158048315,1161,manga-8254-3702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",4139.0,64.0
8651-12702,0.730306294673358,241.7737778082125,0.0524937,15737.2153525146,167.21645655624044,-174.62298773777695,-0.1686593075793377,1161,manga-8651-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",12849.0,113.0
7963-12702,0.730306294673358,241.7737778082125,0.0524937,15737.2153525146,167.21645655624044,-174.62298773777695,-0.1686593075793377,1161,manga-7963-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",12164.0,110.0
8615-12703,0.7303263789339935,241.78094372435388,0.0524952,15737.6650412016,190.6495071685653,-148.69158937127116,1.2654702160194389,1161,manga-8615-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",12164.0,110.0
11838-12701,0.7306105397880732,241.88233342771488,0.0525164229999999,15744.02753653773,-219.4350475139148,101.65718767719277,-4.597753860984902,1162,manga-11838-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",22969.0,151.0
8568-3701,0.7307842882915052,241.94433052269432,0.0525294,15747.9179432652,-176.27936122562275,83.56728787026968,143.10539569131782,1162,manga-8568-3701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",7399.0,86.0
8570-3702,0.7307842882915052,241.94433052269432,0.0525294,15747.9179432652,216.3447884567496,86.73618177420587,64.87546802074671,1162,manga-8570-3702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",7399.0,86.0
8093-6102,0.7308338268392344,241.96200732133167,0.0525331,15749.0271753598,219.4621506893499,80.6677862839756,62.2469730815568,1162,manga-8093-6102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",12231.0,110.0
11827-3701,0.7309794284733145,242.0139632844084,0.052543975,15752.28741834055,-136.62480926633995,-85.75822332764226,180.4160387805072,1163,manga-11827-3701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",8764.0,93.0
8325-6103,0.7309797631870844,242.0140827242767,0.052544,15752.294913152,-136.62487669405775,-85.75826565144357,180.4161278202783,1163,manga-8325-6103-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2704,"(35, 52, 52)",12241.0,110.0
12651-3703,0.7310063661989435,242.0235758178113,0.052545987,15752.89060076605,-65.93568297412283,-205.2957816673225,109.91605429589848,1163,manga-12651-3703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",8764.0,93.0
8331-3703,0.7310922263307771,242.05421474666508,0.0525524,15754.8131697992,-160.54811781883927,-71.98549315826585,166.23066358591612,1163,manga-8331-3703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",7986.0,89.0
9492-6102,0.7311069535463537,242.059470164016,0.0525535,15755.142941503,-104.98487800761433,205.4572768912835,73.2002039493671,1163,manga-9492-6102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2704,"(35, 52, 52)",12241.0,110.0
8944-6103,0.7316344402308659,242.2477147684313,0.0525929,15766.9547643482,-168.09650195506276,106.4672354301005,138.17470506887426,1164,manga-8944-6103-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",50000.0,223.0
9492-9101,0.7318432845461678,242.3222509127808,0.0526085,15771.631526693,-102.89297005176722,205.67398188299305,76.3631008914454,1165,manga-9492-9101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,4096,"(35, 64, 64)",10615.0,103.0
11867-12702,0.7321440924294923,242.42961436776727,0.05263097,15778.36786322426,-173.67683453922243,169.07213393651233,4.805059114509178,1165,manga-11867-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",14192.0,119.0
12511-1902,0.7321440924294923,242.42961436776727,0.05263097,15778.36786322426,-173.67683453922243,169.07213393651233,4.805059114509178,1165,manga-12511-1902-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1156,"(35, 34, 34)",2996.0,54.0
11948-9101,0.7321531419504639,242.4328443998737,0.052631646,15778.57052292587,-70.83347946424364,-191.66225977315693,130.46792866236837,1165,manga-11948-9101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,4096,"(35, 64, 64)",10615.0,103.0
8995-6104,0.7322368629880737,242.4627271137984,0.0526379,15780.4454249582,-137.35709415045454,8.381822254598996,199.6270216721568,1165,manga-8995-6104-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2704,"(35, 52, 52)",7008.0,83.0
7963-3703,0.7322515883883226,242.4679831335173,0.052639,15780.775196662,170.1063659281282,-172.779230770399,-1.372781829201798,1165,manga-7963-3703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",4571.0,67.0
9191-12701,0.7324082116548685,242.52388855009,0.0526507,15784.2827684206,166.30523426843462,-176.5203601930159,0.9838748423938524,1166,manga-9191-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",18485.0,135.0
10501-1902,0.7326745990058021,242.6189775543237,0.0526706,15790.2486383348,-145.78770880751304,147.93422260825048,125.4008692611572,1166,manga-10501-1902-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1156,"(35, 34, 34)",3902.0,62.0
8135-12702,0.7326826306665356,242.6218445988628,0.0526712,15790.4285138096,-74.15602371572295,175.26545121722893,150.49340594474236,1166,manga-8135-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",18485.0,135.0
8325-6104,0.7327428679005816,242.6433475063934,0.0526757,15791.7775798706,-137.48889555671383,-84.16825492258072,181.3513235435322,1166,manga-8325-6104-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2704,"(35, 52, 52)",9127.0,95.0
12094-12705,0.7328069866603161,242.66623629934384,0.0526804899999999,15793.21358574442,223.73290555270856,73.33508256673461,58.75759421182925,1167,manga-12094-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",50000.0,223.0
11838-12702,0.7338842226950102,243.0508282222157,0.05276097,15817.34088276426,-220.8936709651659,101.3204804840624,-3.7217551661486215,1168,manga-11838-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",27534.0,165.0
8609-6102,0.7339408383782212,243.07104338335904,0.0527652,15818.6090048616,-93.22900596697345,-216.86136210578627,57.991673570503984,1168,manga-8609-6102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2704,"(35, 52, 52)",13596.0,116.0
8310-3703,0.734176398743404,243.15515497664447,0.0527828,15823.8853521224,-222.7747147746801,-0.450045111179174,97.44564283832212,1168,manga-8310-3703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",8869.0,94.0
9034-6103,0.7343115755720038,243.2034244571689,0.0527929,15826.9132559482,-115.41312185123712,-116.22561984208272,179.77575549714444,1169,manga-9034-6103-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",7537.0,86.0
8938-12701,0.7343985695197363,243.2344893197977,0.0527994,15828.8619069252,-103.5071260399836,181.0450612950183,125.18776870880318,1169,manga-8938-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",14154.0,118.0
11948-12704,0.7346001246723535,243.30646525645088,0.05281446,15833.37678134268,-66.62384490238864,-191.4340048211748,134.58202377783385,1169,manga-11948-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",14154.0,118.0
9090-12705,0.7346648997683157,243.3295972735408,0.0528193,15834.8277768394,-96.7475659235603,-188.7381412333836,119.27747247882668,1169,manga-9090-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",14154.0,118.0
8549-6102,0.734777318283443,243.3697441055464,0.0528277,15837.3460334866,-77.03834631519936,-151.25616510003513,174.4003958202201,1170,manga-8549-6102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2704,"(35, 52, 52)",4177.0,64.0
10509-6101,0.7348522632038735,243.3965089112172,0.0528333,15839.0248712514,-160.97578333318762,41.28168239058459,177.8327316031494,1170,manga-10509-6101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2704,"(35, 52, 52)",4177.0,64.0
11945-12705,0.7348758439626288,243.404930307674,0.052835062,15839.5531055624,-54.30771571585999,-177.59840572750377,157.33861062961603,1170,manga-11945-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",8008.0,89.0
9025-3703,0.7349419286529647,243.428531353267,0.05284,15841.03348072,-84.40422570801127,-192.42595963376533,122.90494952793443,1170,manga-9025-3703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",2990.0,54.0
8568-12703,0.7349486200696611,243.4309210992737,0.0528405,15841.183376949,-175.8350623671293,75.32535184022856,150.55475933936577,1170,manga-8568-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",8460.0,91.0
9866-12701,0.7350021512295914,243.450039124954,0.0528445,15842.382546781,-94.74867891576864,-180.8580483344196,132.59327187426575,1170,manga-9866-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",8460.0,91.0
12679-12701,0.7351086773194786,243.48808430084253,0.05285246,15844.76889474668,174.6978274643772,-166.79640563202815,-30.758337795739383,1170,manga-12679-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",8008.0,89.0
8651-3704,0.7351279482403394,243.4949668885591,0.0528539,15845.2005958862,170.93147428902975,-173.40704460170343,-1.4922734139894192,1170,manga-8651-3704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",2990.0,54.0
7963-3704,0.7351279482403394,243.4949668885591,0.0528539,15845.2005958862,170.93147428902975,-173.40704460170343,-1.4922734139894192,1170,manga-7963-3704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",2725.0,52.0
12682-9102,0.7352926862157554,243.55380399626785,0.05286621,15848.89104104418,196.9842632600728,-140.36731932979117,-28.50738734270905,1171,manga-12682-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",50000.0,223.0
8330-12701,0.735795714466197,243.73347587274,0.0529038,15860.1602395404,-176.32184169083982,-75.55830222050457,150.35810044461468,1172,manga-8330-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",25000.0,158.0
11759-12705,0.7358396060345751,243.74915397559693,0.05290708,15861.14355880264,-202.95791154147508,134.9788103282113,-1.567472144189405,1172,manga-11759-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",25000.0,158.0
10502-3703,0.7362239160248478,243.88643591582465,0.0529358,15869.7535981964,-133.7468386884428,161.91922953561277,123.99411224394822,1173,manga-10502-3703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",11095.0,105.0
10495-3701,0.7362908207340146,243.9103365147729,0.0529408,15871.2525604864,-95.80513342611998,136.4714218534114,178.01454908310546,1173,manga-10495-3701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",11095.0,105.0
11755-6104,0.7365708786121391,244.01038615925447,0.05296173,15877.52721663234,-176.02852375135777,-24.628862394790406,167.17788883893903,1173,manga-11755-6104-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",16712.0,129.0
8462-3701,0.7365825196310304,244.01454499639684,0.0529626,15877.7880360708,-156.07781713491607,117.43058593040487,146.26301875812652,1173,manga-8462-3701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",11095.0,105.0
8320-6103,0.7368113229007611,244.09628864110155,0.0529797,15882.9144871026,-202.89572940008824,-98.4484570998038,93.40354604742916,1174,manga-8320-6103-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",13139.0,114.0
8568-12704,0.7369103354326968,244.13166366417823,0.0529871,15885.1329512918,-173.8730361615091,79.08104948235044,152.03494372080405,1174,manga-8568-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",24675.0,157.0
9508-6104,0.7369317434088323,244.13931236391028,0.0529887,15885.6126192246,-133.01993217468507,173.02321852673268,109.41968441014464,1174,manga-9508-6104-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2704,"(35, 52, 52)",12184.0,110.0
8570-3703,0.7372769402064316,244.2626499098779,0.0530145,15893.347264641,217.6651733769769,90.10222967894624,64.55774660448247,1175,manga-8570-3703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",11944.0,109.0
9508-6101,0.7374441820999043,244.3224080052605,0.053027,15897.094670366,-132.16067639943032,174.55123460354807,108.43828274881147,1175,manga-9508-6101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2704,"(35, 52, 52)",18309.0,135.0
12651-6102,0.7375207912600403,244.3497823276368,0.053032726,15898.81128198051,-74.34049589135515,-204.2208920521281,111.68766289802964,1175,manga-12651-6102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",19745.0,140.0
9025-6104,0.7376836672437335,244.4079833395936,0.0530449,15902.4609553642,-81.84749595212944,-196.25192274574383,120.50490672620693,1176,manga-9025-6104-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",14877.0,121.0
10500-9101,0.7377385205129939,244.42758468253427,0.053049,15903.690104442,-146.74151907563967,144.38634270103486,131.7738774360474,1176,manga-10500-9101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,4096,"(35, 64, 64)",20897.0,144.0
9492-1902,0.7377559129453081,244.43379976496024,0.0530503,15904.0798346374,-106.05310936069176,206.29575895097304,77.08878194204303,1176,manga-9492-1902-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1024,"(35, 32, 32)",5224.0,72.0
11831-3703,0.7379785733356425,244.5133681183193,0.0530669429999999,15909.06928051589,-143.530237740307,-37.81666966468095,194.30840830558023,1176,manga-11831-3703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",9000.0,94.0
8989-1902,0.7380141198373124,244.52607110735408,0.0530696,15909.8658290768,-153.6443187683493,8.624709100285923,190.03167408183324,1177,manga-8989-1902-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1024,"(35, 32, 32)",4107.0,64.0
