Plateifu,Age,Distance,Redshift,Velocity,X,Y,Z,Frame,Filename,Pixels,Shape,Adjusted_Pixels,Adjusted_Length
8096-3703,0.2375274969031749,74.65126938082993,0.0166371,4987.677102991799,64.49885499659902,33.32384127766109,17.384801603647364,136,manga-8096-3703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",10672.0,103.0
8985-1902,0.2376600748432913,74.69397258337213,0.0166465,4990.495152097,-56.95452044337499,-27.0306048466788,40.05893836553125,136,manga-8985-1902-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1024,"(35, 32, 32)",6195.0,78.0
8096-6104,0.2378603487101329,74.75848279416871,0.0166607,4994.7522050006,64.61530965299264,33.47864000664052,17.113537665826644,137,manga-8096-6104-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",18000.0,134.0
8937-12704,0.2378730419844476,74.76257151482189,0.0166616,4995.0220182128,-31.12079082282484,56.9906676446237,37.05404538631214,137,manga-8937-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",32000.0,178.0
11013-12701,0.2384150997662269,74.93718764353184,0.016700035,5006.544541336029,-38.491490194142536,-18.06527022934794,61.70602309415804,138,manga-11013-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",16363.0,127.0
10218-9101,0.2384696070824405,74.95474747941455,0.0167039,5007.7032391862,-33.992170984685785,63.24008274971892,21.52761982336627,138,manga-10218-9101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",11486.0,107.0
9876-3703,0.2386078131304782,74.99927221878114,0.0167137,5010.6412052746,-64.23886161266311,-17.111703947238464,34.71957776353306,138,manga-9876-3703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",5785.0,76.0
8096-12703,0.238719222690301,75.03516507700611,0.0167216,5013.0095656928,64.9474974759313,33.29187381623535,17.428416667939658,138,manga-8096-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",16363.0,127.0
8618-1902,0.2390238296171769,75.1333046369722,0.0167432,5019.4850827856,54.76663651853008,-49.26638119018653,14.780144604925562,139,manga-8618-1902-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1024,"(35, 32, 32)",4123.0,64.0
7815-12701,0.2390238296171769,75.1333046369722,0.0167432,5019.4850827856,54.76663651853008,-49.26638119018653,14.780144604925562,139,manga-7815-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",20876.0,144.0
8618-1901,0.2390421621353222,75.13921128383319,0.0167445,5019.874812980999,55.72519598764709,-48.11080642557803,15.0317633554884,139,manga-8618-1901-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1024,"(35, 32, 32)",4123.0,64.0
10222-12701,0.23918882102914,75.18646486446819,0.0167548999999999,5022.992654544199,54.29604910522461,50.80491067285801,-11.126751632972974,139,manga-10222-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",20876.0,144.0
7815-1901,0.2393340675486872,75.23326479470245,0.0167652,5026.0805168616,54.35410726340036,-49.80251967952061,15.012800832607663,140,manga-7815-1901-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1024,"(35, 32, 32)",3980.0,63.0
8980-3703,0.2393467588884838,75.23735414260635,0.0167661,5026.350330073799,-38.359319463544566,-40.40487938014866,50.56350255816277,140,manga-8980-3703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",7524.0,86.0
9493-6103,0.2393763719498897,75.24689597538935,0.0167682,5026.9798942356,-43.25236885578572,53.64960485416802,30.21668150683914,140,manga-9493-6103-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",11333.0,106.0
8720-1902,0.2394835422711655,75.28142856842011,0.0167758,5029.2583169164,-25.733861251685067,40.767174825372,57.81954106648303,140,manga-8720-1902-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1156,"(35, 34, 34)",4493.0,67.0
8937-6103,0.2396259641492424,75.32732116314948,0.0167858999999999,5032.286220742199,-31.678418885468627,57.15343710517152,37.47222594933819,140,manga-8937-6103-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",11333.0,106.0
11020-6102,0.2396693389499909,75.34129809248769,0.016788976,5033.208382343008,-39.01508902496428,-17.485440486552744,62.03542050817761,140,manga-11020-6102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",11333.0,106.0
8096-3704,0.2398205569871017,75.39002699629164,0.0167997,5036.4233566626,65.18625733968993,33.77062475734596,17.145055498418024,141,manga-8096-3704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",7684.0,87.0
10219-12701,0.2399093915457304,75.41865399452078,0.016806,5038.312049148,-40.25302743145397,57.90689683420128,26.729355622256,141,manga-10219-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",20577.0,143.0
8444-12701,0.240013735857839,75.45227969555359,0.0168134,5040.530513337199,-59.68545293962621,-23.69978600943442,39.61077330417482,141,manga-8444-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",21737.0,147.0
8461-12704,0.240305611939011,75.54634271762266,0.0168341,5046.7362172178,-46.14226073206367,30.70556295451448,51.33527126829177,142,manga-8461-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",16897.0,129.0
10841-12702,0.2406605326611177,75.66073083772724,0.016859272,5054.282592970576,-58.68418350096581,47.61831395622788,3.634415178552789,142,manga-10841-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",17848.0,133.0
8311-3702,0.2406679772276684,75.66313025240531,0.0168598,5054.4408833884,-63.27803441699118,-28.13628408748579,30.48194806213712,142,manga-8311-3702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",5749.0,75.0
9871-6103,0.2406820767698189,75.667674603481,0.0168608,5054.740675846399,-38.41670088715109,-41.18134968355524,50.53563605106987,142,manga-9871-6103-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",9504.0,97.0
10219-1901,0.240724375272889,75.6813076967176,0.0168638,5055.640053220401,-40.64209656921621,57.73405931786511,27.25176537079724,143,manga-10219-1901-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1024,"(35, 32, 32)",2870.0,53.0
10218-12704,0.2407286051130171,75.682671009342,0.0168641,5055.7299909578,-35.15199340794117,63.25697126117451,22.153095436514032,143,manga-10218-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",15350.0,123.0
9497-9101,0.2407483443424775,75.68903314285782,0.0168655,5056.149700398999,-31.658600473817955,63.30336532087581,26.8187750128812,143,manga-9497-9101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,4096,"(35, 64, 64)",11482.0,107.0
8569-12703,0.2409866218611661,75.76583421428799,0.0168824,5061.2161929392,71.98744164482399,13.079994622695926,19.67698199141016,143,manga-8569-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",15350.0,123.0
9489-3704,0.2410359685421808,75.78173999967723,0.0168859,5062.2654665422,-40.64329439712432,57.83262403829865,27.319998806225527,143,manga-9489-3704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",4945.0,70.0
10513-9101,0.241767679765688,76.01760966047097,0.0169378,5077.824695112399,-59.63349701101711,47.11876402659054,1.5313684518167232,144,manga-10513-9101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,4096,"(35, 64, 64)",14789.0,121.0
9184-1901,0.2418438083882439,76.04215204403388,0.0169432,5079.443574385599,-31.255493650482848,55.48918275122413,41.55061493833567,144,manga-9184-1901-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1156,"(35, 34, 34)",4173.0,64.0
8618-6103,0.2418790529178727,76.05351432448924,0.0169457,5080.1930555306,54.91340285204885,-50.44230234238927,14.97429005705692,144,manga-8618-6103-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2704,"(35, 52, 52)",9763.0,98.0
7972-9102,0.2418790529178727,76.05351432448924,0.0169457,5080.1930555306,54.91340285204885,-50.44230234238927,14.97429005705692,144,manga-7972-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,3844,"(35, 62, 62)",13879.0,117.0
7815-1902,0.2418790529178727,76.05351432448924,0.0169457,5080.1930555306,54.91340285204885,-50.44230234238927,14.97429005705692,144,manga-7815-1902-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1024,"(35, 32, 32)",3697.0,60.0
8459-1902,0.2420975661334054,76.12396139343966,0.0169612,5084.839838629599,-47.4361570540123,29.066026623581795,51.959932625959055,144,manga-8459-1902-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1024,"(35, 32, 32)",3697.0,60.0
11750-12703,0.2423640327906414,76.20987262560367,0.016980102,5090.506515670716,-55.87454923468317,-10.908455320891656,50.665422488555365,145,manga-11750-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",21737.0,147.0
8940-3704,0.2425148421637223,76.2584970206705,0.0169908,5093.7136953864,-35.79112217466209,58.76410880215138,32.880593942612094,145,manga-8940-3704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",7684.0,87.0
10219-12705,0.2425796874971983,76.27940510881454,0.0169954,5095.0927406932,-41.70705343918294,57.47284906719714,27.85571677905556,145,manga-10219-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",20577.0,143.0
12485-1902,0.2426445323956532,76.30031333803744,0.017,5096.471786,-61.33896739626644,-19.408536911299485,41.01923438102157,146,manga-12485-1902-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1296,"(35, 36, 36)",3846.0,62.0
9195-12704,0.2426727256940778,76.30940391648575,0.017002,5097.071370916,64.79490602043566,35.203199408409944,19.63364539009522,146,manga-9195-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",15384.0,124.0
12674-12702,0.2429195122214277,76.3889794333801,0.017019507,5102.319837478206,-24.24317613406197,-53.90060698737422,48.396995322011904,146,manga-12674-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",15384.0,124.0
9512-12703,0.2430166773134924,76.42031112090712,0.0170264,5104.3863068912,-58.53949288866046,49.10472540003586,1.3847987369228167,146,manga-9512-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",15384.0,124.0
9195-3701,0.243106892105529,76.44940219228664,0.0170328,5106.3049786224,66.05428926064266,34.34973215999167,17.361966085849357,147,manga-9195-3701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",4801.0,69.0
8333-1902,0.2431675046960078,76.46894790924341,0.0170371,5107.5940861918,-45.139888437293415,-33.458607891592024,51.86918183441863,147,manga-8333-1902-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1024,"(35, 32, 32)",2787.0,52.0
8096-12702,0.2432887287366648,76.50803971297104,0.0170457,5110.1723013306,66.18922453045342,33.754725206443354,18.25062253777317,147,manga-8096-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",14906.0,122.0
8459-9102,0.2433366541008203,76.52349474812355,0.0170491,5111.1915956878,-47.88974605444383,27.773133175100696,52.8305834242354,147,manga-8459-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,4096,"(35, 64, 64)",11149.0,105.0
8096-6101,0.2434212276931618,76.55076852757401,0.0170551,5112.9903504358,66.17957330028017,34.20845110363566,17.60869424588967,147,manga-8096-6101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",7937.0,89.0
9037-3701,0.2434677428535103,76.5657692085739,0.0170584,5113.9796655472,-32.28017291243743,-45.1931753871697,52.70563868950136,147,manga-9037-3701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",5270.0,72.0
8149-1901,0.243529762719084,76.58577022950882,0.0170628,5115.2987523624,-33.995672550683864,58.35957920726271,36.10864112958324,147,manga-8149-1901-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1156,"(35, 34, 34)",3146.0,56.0
8459-12702,0.2437848857076593,76.6680485140451,0.0170809,5120.7249958522,-47.22298096267311,29.98497206238793,52.429773815731856,148,manga-8459-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",32860.0,181.0
8941-6103,0.2438567699745545,76.6912322924841,0.017086,5122.253937388,-35.50937161664675,58.33084088451225,34.90190022959141,148,manga-8941-6103-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2704,"(35, 52, 52)",17139.0,130.0
8131-12701,0.244457194143499,76.8848918032409,0.0171286,5135.0250960988,-21.534467434567144,55.784858201090834,48.32807564335474,149,manga-8131-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",50000.0,223.0
12089-1902,0.2445530894223686,76.91582389341535,0.017135404,5137.064883983032,73.47421430733931,-9.923252416255336,20.47224605668222,150,manga-12089-1902-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1024,"(35, 32, 32)",6089.0,78.0
7972-3701,0.2449152391420005,77.03264487051646,0.0171611,5144.768350983799,55.00693421675295,-52.12384039621228,13.833684475623617,150,manga-7972-3701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",10490.0,102.0
7815-6101,0.2449152391420005,77.03264487051646,0.0171611,5144.768350983799,55.00693421675295,-52.12384039621228,13.833684475623617,150,manga-7815-6101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2704,"(35, 52, 52)",16079.0,126.0
8714-6104,0.2449251044877584,77.03582732173315,0.0171618,5144.9782057044,-25.19991693036616,46.11350225960144,56.329635070718034,150,manga-8714-6104-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",17340.0,131.0
10220-12703,0.2450237573914481,77.06765201354854,0.0171688,5147.076752910401,-33.076643116083595,54.76506311999495,42.96680728790098,151,manga-10220-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",50000.0,223.0
12622-6101,0.2454450362372126,77.20356076247212,0.017198693,5156.038448857394,-61.26306946263021,-22.893698960894465,41.025658584715146,152,manga-12622-6101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",7435.0,86.0
9512-9102,0.2454578182039618,77.2076845378881,0.0171996,5156.3103606168,-59.25981638866631,49.480871729379146,0.9716203910627876,152,manga-9512-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,4096,"(35, 64, 64)",10444.0,102.0
8487-3703,0.2456635674922745,77.27406580080218,0.0172142,5160.6873305036,-26.79752700545972,-44.38942131653722,57.29531452886277,152,manga-8487-3703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",4936.0,70.0
11021-12702,0.2458610826878157,77.33779314992942,0.017228216,5164.889221594928,-41.94687233581017,-14.913581043740496,63.23906427989189,152,manga-11021-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",13963.0,118.0
8552-12705,0.2458834043566972,77.34499529571235,0.0172298,5165.3640928484,-36.974196261635925,-41.50470832489842,53.78211872885728,152,manga-8552-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",13219.0,114.0
8244-12703,0.2459087698269297,77.3531795725843,0.0172316,5165.903719272799,-33.38316936546262,34.240308831076426,60.800326020982986,153,manga-8244-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",11793.0,108.0
8096-3701,0.2459327260432355,77.36090918723765,0.0172333,5166.4133664514,67.41936495190508,33.78456335315261,17.261019054351376,153,manga-8096-3701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",4169.0,64.0
10513-3703,0.2459764107553725,77.3750044164908,0.0172364,5167.3427230712,-59.92695765847901,48.866295477433965,2.781406220412666,153,manga-10513-3703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",4169.0,64.0
9190-12701,0.2460694162588991,77.40501382761641,0.017243,5169.321353294,45.77966428676842,61.581302457924245,-10.173578083935002,153,manga-9190-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",11793.0,108.0
9501-12705,0.2462652885582392,77.46821641585025,0.0172569,5173.488468460199,-45.775826148145896,53.182459689615946,32.82566490522482,153,manga-9501-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",11793.0,108.0
8618-6102,0.2463526547782481,77.49640791368802,0.0172631,5175.3471816998,57.63961761964385,-49.923387278025054,13.821111491999996,153,manga-8618-6102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",6280.0,79.0
9871-9101,0.2464090196622834,77.51459611278051,0.0172671,5176.5463515318,-38.5086985319028,-42.09488640411423,52.47488243465853,154,manga-9871-9101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,4096,"(35, 64, 64)",9069.0,95.0
8461-12702,0.2465597941110349,77.56325006953837,0.0172778,5179.7541308324,-47.03231835998084,32.054043205205595,52.693046080426654,154,manga-8461-12702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",11479.0,107.0
10506-12704,0.2466471576683644,77.59144243105304,0.017284,5181.612844072,-47.97397535790311,41.500927770524974,44.683359554496256,154,manga-10506-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",12125.0,110.0
9502-6102,0.2467232478650541,77.6159972772523,0.0172893999999999,5183.231723345199,-44.176176810112985,54.73943808757517,32.80704731670616,154,manga-9502-6102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2704,"(35, 52, 52)",5987.0,77.0
8602-9101,0.2467345204358272,77.61963504877417,0.0172902,5183.471557311599,-25.044014817221832,-54.95677891989201,48.7581533457716,154,manga-8602-9101-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,4096,"(35, 64, 64)",9069.0,95.0
9506-1901,0.2467669290035468,77.63009366566048,0.0172925,5184.161079965,-47.75094049096938,49.74537344012671,35.66057972144392,154,manga-9506-1901-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1024,"(35, 32, 32)",2267.0,47.0
10842-12701,0.2468690152813918,77.66303853930732,0.017299745,5186.333076323209,-59.50471923723275,49.64724923022315,5.08788635173225,155,manga-10842-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",21244.0,145.0
8152-3701,0.2468881079023866,77.66920011075536,0.0173011,5186.7392951038,-50.36330626336547,39.464613266376425,44.02938027956285,155,manga-8152-3701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",7510.0,86.0
8977-12705,0.2469261521269427,77.68147781728517,0.0173038,5187.548734740401,-31.540908831120746,56.797560093678726,42.58662035650695,155,manga-8977-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",21244.0,145.0
9184-3703,0.247496797520901,77.86564924565265,0.0173443,5199.690329289399,-31.929397289396487,56.74586117573077,42.70222664695108,156,manga-9184-3703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",5196.0,72.0
8149-3704,0.2475024333567231,77.86746827724063,0.0173447,5199.8102462726,-34.750640714877825,59.69027041243413,35.95562826461309,156,manga-8149-3704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",5196.0,72.0
12772-12704,0.2475977771110191,77.89824190574467,0.017351467,5201.838941835886,74.67196792161064,22.16122972104452,1.0550810257791805,156,manga-12772-12704-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",13914.0,117.0
8096-12705,0.2477039123279145,77.93249935699554,0.017359,5204.097278421999,67.08891191654652,35.12465951690776,18.40680981874024,156,manga-8096-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",14698.0,121.0
10220-9102,0.2477954922895886,77.96205938922691,0.0173655,5206.045929399,-35.47912306527219,54.57444420723855,42.90622996954664,156,manga-10220-9102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,4096,"(35, 64, 64)",10994.0,104.0
12075-12703,0.2478612320776411,77.9832791182839,0.017370166,5207.444761008028,72.8678544484183,27.7598794253829,1.02796128939879,157,manga-12075-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",30408.0,174.0
8097-3701,0.247916658289508,78.00117001844313,0.0173741,5208.6241445378,67.58036347934997,34.82190902901888,17.45026211321036,157,manga-8097-3701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",9795.0,98.0
11007-3702,0.2480750875865913,78.05231018362399,0.017385345,5211.99531072801,-67.1039249455336,-17.336120854315574,35.898263128310404,157,manga-11007-3702-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1764,"(35, 42, 42)",9795.0,98.0
8569-6104,0.2486182640888765,78.22765753909522,0.0174239,5223.5538089462,74.55033193438959,13.024146674220605,19.803686927809217,158,manga-8569-6104-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",17373.0,131.0
10493-12703,0.248722514418083,78.26131372164507,0.0174313,5225.7722731354,-27.42208863430566,38.93505039932926,62.10413940126475,158,manga-10493-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",32626.0,180.0
9494-6103,0.2487774567064937,78.27905158631704,0.0174351999999999,5226.9414637216,-43.249274132883706,57.97423983696099,29.934891340348745,159,manga-9494-6103-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",9000.0,94.0
8727-12703,0.2488338074469591,78.29724437332278,0.0174392,5228.140633553599,43.11315335919274,64.76213068798384,-8.808002760845133,159,manga-8727-12703-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",16000.0,126.0
9037-6102,0.2491733137026105,78.40685817146255,0.0174633,5235.3656317914,-33.45869609826375,-46.09920596039995,53.87962762997253,159,manga-9037-6102-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,2916,"(35, 54, 54)",9000.0,94.0
10841-12705,0.2491895279974707,78.4120933505275,0.017464451,5235.710692910558,-62.63996735962567,47.03767682108613,3.4853740218127456,159,manga-10841-12705-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5184,"(35, 72, 72)",16000.0,126.0
8096-12701,0.2492437491907036,78.42960010815165,0.0174683,5236.864594081399,68.09896487015612,34.720737607677705,17.555726607481052,160,manga-8096-12701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,5476,"(35, 74, 74)",5096.0,71.0
9871-3701,0.2492507927112686,78.43187431098319,0.0174688,5237.014490310399,-39.11057492162696,-42.47362201907335,53.08402085199045,160,manga-9871-3701-MAPS-HYB10-MILESHC-MASTARSSP.fits.gz,1936,"(35, 44, 44)",1801.0,42.0
